size     b-v
9,2      0,71
9,0      0,72
8,8      0,73
8,6      0,74
8,4      0,75
8,2      0,76
8,1      0,77
7,9      0,78
7,7      0,79
7,5      0,80
7,4      0,81
7,2      0,82
7,0      0,83
6,8      0,84
6,7      0,85
6,5      0,86
6,3      0,87
6,1      0,88
6,0      0,89
5,8      0,90
5,6      0,91
5,5      0,92
5,3      0,93
5,1      0,94
4,9      0,95
4,7      0,97
4,5      0,98
4,4      0,99
4,2      1,00
